package-name,nop,move,move/from16,move/16,move-wide,move-wide/from16,move-wide/16,move-object,move-object/from16,move-object/16,move-result,move-result-wide,move-result-object,move-exception,return-void,return,return-wide,return-object,const/4,const/16,const,const/high16,const-wide/16,const-wide/32,const-wide,const-wide/high16,const-string,const-string-jumbo,const-class,monitor-enter,monitor-exit,check-cast,instance-of,array-length,new-instance,new-array,filled-new-array,filled-new-array-range,fill-array-data,throw,goto,goto/16,goto/32,packed-switch,sparse-switch,cmpl-float,cmpg-float,cmpl-double,cmpg-double,cmp-long,if-eq,if-ne,if-lt,if-ge,if-gt,if-le,if-eqz,if-nez,if-ltz,if-gez,if-gtz,if-lez,unused_3E,unused_3F,unused_40,unused_41,unused_42,unused_43,aget,aget-wide,aget-object,aget-boolean,aget-byte,aget-char,aget-short,aput,aput-wide,aput-object,aput-boolean,aput-byte,aput-char,aput-short,iget,iget-wide,iget-object,iget-boolean,iget-byte,iget-char,iget-short,iput,iput-wide,iput-object,iput-boolean,iput-byte,iput-char,iput-short,sget,sget-wide,sget-object,sget-boolean,sget-byte,sget-char,sget-short,sput,sput-wide,sput-object,sput-boolean,sput-byte,sput-char,sput-short,invoke-virtual,invoke-super,invoke-direct,invoke-static,invoke-interface,unused_73,invoke-virtual/range,invoke-super/range,invoke-direct/range,invoke-static/range,invoke-interface-range,unused_79,unused_7A,neg-int,not-int,neg-long,not-long,neg-float,neg-double,int-to-long,int-to-float,int-to-double,long-to-int,long-to-float,long-to-double,float-to-int,float-to-long,float-to-double,double-to-int,double-to-long,double-to-float,int-to-byte,int-to-char,int-to-short,add-int,sub-int,mul-int,div-int,rem-int,and-int,or-int,xor-int,shl-int,shr-int,ushr-int,add-long,sub-long,mul-long,div-long,rem-long,and-long,or-long,xor-long,shl-long,shr-long,ushr-long,add-float,sub-float,mul-float,div-float,rem-float,add-double,sub-double,mul-double,div-double,rem-double,add-int/2addr,sub-int/2addr,mul-int/2addr,div-int/2addr,rem-int/2addr,and-int/2addr,or-int/2addr,xor-int/2addr,shl-int/2addr,shr-int/2addr,ushr-int/2addr,add-long/2addr,sub-long/2addr,mul-long/2addr,div-long/2addr,rem-long/2addr,and-long/2addr,or-long/2addr,xor-long/2addr,shl-long/2addr,shr-long/2addr,ushr-long/2addr,add-float/2addr,sub-float/2addr,mul-float/2addr,div-float/2addr,rem-float/2addr,add-double/2addr,sub-double/2addr,mul-double/2addr,div-double/2addr,rem-double/2addr,add-int/lit16,sub-int/lit16,mul-int/lit16,div-int/lit16,rem-int/lit16,and-int/lit16,or-int/lit16,xor-int/lit16,add-int/lit8,sub-int/lit8,mul-int/lit8,div-int/lit8,rem-int/lit8,and-int/lit8,or-int/lit8,xor-int/lit8,shl-int/lit8,shr-int/lit8,ushr-int/lit8,unused_E3,unused_E4,unused_E5,unused_E6,unused_E7,unused_E8,unused_E9,unused_EA,unused_EB,unused_EC,unused_ED,execute-inline,unused_EF,invoke-direct-empty,unused_F1,iget-quick,iget-wide-quick,iget-object-quick,iput-quick,iput-wide-quick,iput-object-quick,invoke-virtual-quick,invoke-virtual-quick/range,invoke-super-quick,invoke-super-quick/range,unused_FC,unused_FD,UNUSED_FE,UNUSED_FF,
net.osmand.nauticalPlugin,117,1353,2179,0,27,94,0,868,3913,0,9829,280,9870,507,7613,3343,85,3002,9230,1582,275,747,173,5,100,59,2803,0,118,107,245,2118,324,224,3186,556,0,0,135,687,5744,517,0,137,78,270,77,11,9,80,685,1057,473,823,90,208,6301,2647,303,170,89,449,0,0,0,0,0,0,386,23,209,1,1,5,0,328,16,332,1,1,9,0,4755,131,15423,1346,0,36,0,2369,92,3209,1147,0,24,0,1034,2,1274,143,0,0,0,17,1,601,45,0,0,0,20710,676,6856,5952,2446,0,740,23,222,302,0,0,0,112,0,1,0,43,5,44,574,8,7,17,1,273,2,79,17,0,33,1,3,0,440,606,40,10,7,43,19,6,16,0,0,12,20,0,2,3,6,6,0,4,0,0,109,131,90,114,4,30,33,66,27,0,522,349,18,2,3,84,107,4,4,1,0,8,5,0,0,0,29,2,5,5,0,1,151,74,271,54,3,31,8,57,16,0,0,0,4,2,0,46,8,0,1411,0,43,109,1,238,41,27,59,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tv.livesporthd.yallahshoot.biensport,381,4132,1827,0,124,96,0,3936,3923,0,16861,1160,32829,3485,14558,5101,309,9835,22031,5750,482,570,485,57,47,46,14735,0,294,538,1213,5131,765,876,9985,1645,0,0,70,3634,13153,1931,0,461,413,161,60,29,35,343,1010,1083,354,1358,90,159,10971,4400,252,140,132,546,0,0,0,0,0,0,239,14,519,1,279,5,0,291,11,3077,0,278,9,0,27320,1033,57911,1694,21,29,6,14217,568,8060,1478,5,21,3,717,5,4614,105,0,0,0,39,4,2049,26,0,0,0,51196,868,16227,22479,10618,0,812,15,627,279,0,0,0,40,0,2,0,19,0,97,379,14,57,10,13,189,1,46,14,10,16,290,5,2,322,339,15,8,4,27,17,2,18,0,0,6,26,7,3,6,4,4,0,1,8,9,50,81,63,73,8,0,6,3,1,0,943,156,16,2,1,4609,1596,5328,3,0,0,38,30,14,2,12,24,10,31,10,0,23,101,43,160,63,3,17,6,16,12,4,44,0,11,3,3,384,23,0,1457,0,277,112,5,200,39,2998,263,20,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.hennamehndiart.designseleganteid.weddingpartynewfree,258,3940,572,0,95,80,0,2870,2198,0,13318,825,23446,1742,8903,3547,190,6508,15062,3670,239,308,428,58,31,39,9613,0,207,417,954,3129,560,417,7022,1376,0,0,47,1897,9717,920,0,405,294,92,30,25,20,250,1032,875,249,1167,68,143,7107,3200,190,105,85,367,0,0,0,0,0,0,199,9,350,3,277,9,0,203,3,2185,2,276,1,0,26271,744,49834,1428,35,16,5,13412,403,5330,1251,10,15,1,560,9,3193,126,0,0,0,47,6,1871,28,0,0,0,30038,565,11186,18384,6399,0,405,9,481,166,0,0,0,40,0,0,0,9,0,77,241,19,42,6,11,139,1,16,3,4,5,296,3,2,99,228,9,4,3,10,3,1,10,0,0,5,38,7,0,3,1,3,0,1,1,13,12,30,10,29,7,0,1,0,0,0,743,233,26,11,1,4606,1585,5328,6,0,0,35,35,18,3,12,24,10,16,9,0,11,69,30,88,46,1,5,7,8,7,2,16,0,3,4,2,365,20,0,1001,0,138,72,3,138,22,2990,284,28,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.apusapps.launcher,1247,15870,2098,0,426,373,0,9478,7956,0,49222,3964,83474,9346,36210,9090,594,14476,55991,14887,7369,4086,3841,429,328,273,0,0,2455,1622,3468,13820,1999,1816,28792,5745,16,0,1630,5174,35157,6555,0,1045,367,950,474,94,69,2085,3039,5903,1656,4136,579,1130,39342,17410,1401,1219,827,3235,0,0,0,0,0,0,1890,256,1767,52,471,167,4,2127,100,6469,52,413,170,3,45185,2701,138578,6023,20,226,1,24217,2005,27468,6522,19,121,2,3954,131,13567,422,0,3,0,455,138,5027,350,0,4,0,139165,4126,46516,54900,21614,0,1555,122,1295,697,0,0,0,417,0,9,0,157,9,862,4255,230,283,121,31,1434,50,366,174,22,168,425,20,32,661,1280,159,77,47,53,28,1,31,5,2,59,335,30,34,9,9,11,1,11,2,31,125,572,167,258,0,34,48,67,44,0,2906,1795,362,109,41,4887,1789,5350,18,4,0,386,372,245,127,42,97,58,11,56,15,10,1047,713,1770,845,18,135,71,304,134,2,89,0,76,28,12,664,72,1,7399,0,579,1154,89,535,143,3023,421,172,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.voilaweb.mobile.wasgyf,26,156,374,0,1,5,0,221,680,0,1767,59,3447,208,1008,372,15,428,1836,437,217,125,36,3,1,0,1625,0,74,47,99,594,51,82,1084,123,0,0,6,177,1081,164,0,35,10,40,16,0,0,16,129,221,49,178,14,31,1363,470,60,39,14,92,0,0,0,0,0,0,29,0,61,2,0,1,0,25,0,239,6,0,2,0,717,36,2745,301,0,8,0,333,28,637,260,0,3,0,45,1,806,69,0,0,0,11,1,279,7,0,0,0,5340,96,1640,1295,692,0,180,3,75,42,0,0,0,3,0,0,0,1,0,17,144,0,3,1,0,71,0,4,2,0,2,1,3,0,47,51,4,1,1,3,4,0,2,0,0,1,4,3,2,0,0,0,0,0,0,0,16,13,14,28,0,0,0,0,0,0,39,22,1,0,0,9,9,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,39,26,45,11,0,0,0,1,0,0,0,0,2,0,0,6,0,0,292,0,10,30,0,15,2,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.zeenews.bengalinews,357,4483,3216,0,135,296,0,5146,8229,0,25332,1507,53215,4772,22531,7613,405,13595,29454,8321,1488,1062,895,122,171,140,26700,0,1013,956,2091,7701,1365,2079,17394,3176,1,0,284,4776,19799,2031,0,413,276,322,103,62,38,483,1580,2403,852,2370,268,580,18588,9358,557,420,226,1076,0,0,0,0,0,0,664,95,1291,75,342,157,26,645,37,5009,16,319,73,8,30765,1059,74952,2851,19,83,19,15474,672,12397,2479,13,42,13,1641,26,7868,241,1,1,1,148,22,3434,168,0,0,0,73129,1690,29029,29067,15539,0,1822,32,1179,676,0,0,0,142,0,3,0,62,5,302,774,97,136,24,33,342,6,125,69,9,41,332,31,24,737,787,50,21,16,49,26,6,39,9,0,25,105,22,33,7,8,11,1,16,16,21,120,168,110,138,4,36,42,70,37,0,1439,501,81,23,5,4689,1675,5354,7,2,0,94,82,40,30,13,93,32,29,32,0,14,225,106,330,109,3,56,27,98,43,0,37,0,17,7,3,430,31,0,3899,0,369,208,32,327,48,3020,333,67,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love.you.keyboard.theme,7,158,4,0,3,0,0,207,5,0,404,43,1021,188,318,142,10,184,569,75,16,12,33,5,2,1,428,0,14,33,80,66,6,53,292,51,0,0,17,70,443,43,0,8,2,1,3,0,0,15,23,42,11,45,6,11,392,194,22,4,11,18,0,0,0,0,0,0,8,0,56,0,2,2,0,8,0,59,0,0,0,0,95,7,571,36,0,0,0,52,7,229,42,0,0,0,58,1,148,33,0,8,0,21,2,104,12,0,0,0,1401,25,468,547,119,0,27,0,7,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,1,5,0,0,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,3,0,0,0,3,4,1,2,0,0,0,0,0,0,0,0,2,5,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,90,0,6,3,2,1,0,4,31,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.kiragames.unblockmefree,411,4064,2249,0,210,222,0,4139,5959,0,19040,1441,44328,4353,18145,5492,348,10778,23510,6625,391,649,766,96,122,141,0,0,533,890,1960,6005,856,1221,13441,2141,1,0,116,3647,15082,2070,0,385,262,165,56,45,39,407,1128,1384,511,1748,134,277,13773,6068,319,222,134,684,0,0,0,0,0,0,320,31,898,4,376,21,2,617,20,4214,2,352,15,1,28144,1158,65034,2406,5,38,0,14353,753,9872,2087,5,28,0,1304,21,7138,279,0,7,0,96,11,2692,218,0,6,0,62049,935,21739,23334,13769,0,1203,15,873,346,0,0,0,51,0,4,0,19,2,168,459,134,113,15,30,241,3,55,77,7,25,326,42,4,548,440,22,13,4,27,33,2,17,0,0,21,78,15,14,7,6,4,1,1,8,13,63,103,70,96,2,8,7,37,37,0,920,279,43,9,3,4631,1621,5335,3,0,0,65,65,31,13,15,47,17,44,17,4,39,109,55,191,72,2,33,36,56,33,0,36,0,16,9,3,424,26,0,2264,0,418,195,11,241,34,3002,343,69,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.jm.lotuslauncher,6,135,234,0,5,10,0,179,328,0,667,96,2609,301,738,144,10,281,885,663,24,51,54,8,2,3,1856,0,44,134,296,463,45,65,778,60,2,0,5,213,559,137,0,9,0,7,8,5,2,29,34,64,51,41,8,9,562,302,15,22,10,44,0,0,0,0,0,0,9,0,64,5,290,28,0,9,0,78,4,285,20,0,22431,20,34664,92,0,0,0,11156,22,435,130,0,0,0,24,13,368,4,0,0,0,8,15,156,8,0,0,0,3071,41,1156,1006,567,0,125,1,56,62,0,0,0,0,0,0,0,0,0,12,50,14,4,3,0,33,3,1,0,2,2,282,2,0,13,15,0,1,2,1,2,0,1,0,0,2,5,0,2,0,0,0,0,0,0,0,24,14,13,10,0,0,0,0,1,0,20,3,0,1,0,4551,1524,5310,2,0,0,8,18,3,0,0,1,0,0,0,0,1,6,3,13,11,0,0,0,8,1,0,1,0,1,2,1,330,2,0,142,0,5,6,1,16,3,2975,215,12,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.fonelay.screenrecord,0,6,0,0,0,0,0,0,0,0,16,0,78,16,16,2,0,3,32,4,0,0,1,0,0,0,37,0,4,2,4,1,0,1,23,11,0,0,0,2,22,4,0,0,0,0,0,0,0,0,1,1,2,2,0,0,19,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,29,2,0,0,0,0,0,8,1,0,0,0,110,2,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.godittor.dittor,775,4422,2382,0,207,224,0,4233,6674,0,27278,2602,61630,6287,22499,6940,582,13912,30591,9280,1650,997,1478,182,231,160,32510,0,1492,1388,2871,8196,1082,1444,22904,3072,12,0,604,7558,19519,2941,0,514,149,292,169,127,104,868,1277,3093,851,2167,296,624,19568,9999,469,601,389,1420,0,0,0,0,0,0,732,125,1328,28,535,175,29,686,59,5278,27,533,113,7,8234,1689,46690,2294,1024,60,121,5222,1120,15077,2555,197,25,78,1243,115,10444,536,0,0,0,396,171,3767,281,0,0,0,89309,1084,34123,30270,15381,0,1842,23,924,658,0,0,0,120,0,9,0,33,2,624,758,182,324,54,21,377,2,142,132,17,48,372,36,34,445,571,93,44,18,60,34,3,27,2,4,39,168,13,26,6,9,4,1,4,59,31,65,153,94,152,7,23,57,35,43,0,862,470,101,32,9,171,190,40,23,2,1,177,219,37,49,9,157,80,12,90,56,11,135,139,255,141,4,103,50,161,91,4,54,0,52,43,10,353,50,0,4375,0,424,223,54,386,84,27,225,210,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.vr.cardboard.apps.designlab,10,223,187,0,15,48,0,193,413,0,1018,219,1460,202,854,357,20,244,1442,336,100,119,67,11,41,59,571,0,12,63,135,237,43,144,625,135,2,0,7,182,769,74,0,16,2,42,16,19,10,22,57,126,21,142,12,24,576,334,19,36,5,51,0,0,0,0,0,0,167,227,74,0,3,0,1,84,135,66,0,11,0,8,619,105,2120,155,0,0,0,304,40,491,166,0,0,0,25,1,166,39,0,0,0,17,1,52,13,0,0,0,2628,69,1016,1139,236,0,82,0,39,63,0,0,0,1,0,1,0,18,11,14,60,12,16,1,5,11,0,51,0,0,41,22,2,12,25,11,1,1,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,1,8,1,30,31,55,47,1,21,28,64,21,0,73,16,3,0,0,4,15,6,0,0,0,1,3,0,0,0,19,8,2,8,0,1,19,30,48,34,0,54,27,85,17,0,5,0,3,1,0,26,22,0,251,0,40,12,5,71,21,3,12,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.hkmytravel.hkmytravel,191,2277,1878,0,76,136,0,2173,3515,0,11265,680,20923,2337,10530,3670,167,5856,13322,3633,277,583,446,67,61,44,9859,0,216,556,1272,3449,538,784,6718,1053,0,0,79,1995,8908,930,0,211,174,171,52,21,19,257,635,942,438,1047,85,188,8264,3731,261,149,109,492,0,0,0,0,0,0,272,15,529,3,279,9,0,297,10,1678,2,277,10,0,26292,515,53196,1555,0,35,0,13153,307,5408,1330,0,26,0,905,7,3108,161,0,0,0,53,4,1598,50,0,0,0,32352,699,11531,12697,6347,0,678,13,430,249,0,0,0,47,0,2,0,18,1,91,398,22,48,17,14,217,3,47,9,4,19,295,6,2,331,402,19,8,4,29,18,3,17,0,0,15,51,7,2,6,4,4,0,1,8,10,57,86,66,84,2,13,5,15,6,0,747,212,29,9,1,4622,1605,5330,3,0,0,42,40,20,3,12,50,17,13,17,0,11,82,42,186,49,2,13,7,19,15,0,27,0,5,4,2,403,25,0,1474,0,179,109,4,198,30,3002,307,36,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.appbuilder.u26152p44563,62,1270,478,0,7,5,0,1251,1762,0,3167,225,10400,821,2265,724,62,1676,4385,9491,448,71,127,10,46,18,7848,0,51,106,230,823,96,169,2877,5830,6,0,2932,502,2653,499,0,48,53,12,3,5,2,49,192,351,55,343,38,67,2065,991,31,29,12,168,0,0,0,0,0,0,1535,5,725,0,151,6,6,755,3,11765,0,80,2,6,1101,165,6098,263,4,3,23,680,82,1759,251,2,7,14,171,2,1339,18,5,7,1,35,2,447,12,2,6,1,11300,175,4333,4543,1542,0,529,2,222,164,0,0,0,14,0,0,0,75,0,13,87,13,35,0,1,17,4,10,7,2,46,45,21,18,203,87,10,6,1,3,4,0,1,0,1,2,18,2,5,0,0,0,0,0,0,3,125,119,77,8,0,0,0,6,33,0,91,93,12,4,0,54,54,2,2,0,1,7,10,2,5,0,0,0,19,0,0,16,442,174,537,5,0,1,7,39,5,0,74,0,3,2,0,83,0,0,997,0,185,61,26,85,2,0,104,22,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.giannz.videodownloader,310,7707,1222,0,355,272,0,4258,4224,0,22926,2046,38947,3837,15721,5316,439,8229,24243,6531,1538,800,1445,170,142,115,17433,0,520,934,2096,5460,879,1238,12260,2167,0,0,478,3406,17330,2166,0,324,282,201,62,17,12,1044,1564,2511,764,2050,269,489,17071,8104,493,370,160,924,0,0,0,0,0,0,738,119,814,25,568,85,2,590,76,3104,22,382,15,2,31252,1694,74892,3209,22,20,1,15547,1009,11175,2861,7,17,2,1642,29,5272,169,0,2,0,172,24,3061,101,0,2,0,61229,1665,20302,20594,11110,0,903,21,820,360,0,0,0,138,0,3,0,57,7,571,621,21,213,27,37,247,6,114,39,23,35,353,22,16,313,576,33,25,6,30,17,2,20,2,4,57,155,17,28,15,4,5,7,6,4,16,43,72,32,68,0,13,17,30,15,0,2117,776,116,40,10,4674,1768,5337,20,3,4,303,205,139,71,17,100,66,24,66,2,15,198,81,267,141,3,39,17,80,27,0,66,0,16,5,3,595,51,0,3868,0,459,158,31,467,49,3007,367,105,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ua.novaposhtaa,430,11891,1977,0,1147,70,0,10266,3683,0,36743,4448,74966,3986,24630,7595,640,13580,33364,8359,4535,1803,2025,138,192,171,30819,0,2894,777,1684,14331,1479,1547,20028,4325,9,0,979,6452,24226,4851,0,517,351,591,263,70,70,1301,2416,3691,1121,2842,492,698,25092,12913,727,667,301,1309,0,0,0,0,0,0,1428,29,1428,29,301,121,3,1395,40,4998,23,146,34,2,12517,6308,58958,3600,26,17,22,6793,1404,15800,3119,28,16,7,2538,28,9105,445,0,6,0,183,30,3336,191,0,1,0,110593,2147,33229,35719,24459,0,1103,44,877,2703,0,0,0,189,0,4,0,117,7,706,2308,86,222,78,21,644,4,237,74,10,112,118,144,19,474,892,79,62,29,38,25,3,55,11,4,15,123,2,10,2,1,5,1,6,17,59,135,411,109,160,8,17,29,35,33,0,2696,1080,206,34,23,209,222,69,37,3,2,352,215,37,30,3,65,24,75,33,3,14,739,476,840,533,5,89,56,151,60,4,128,0,21,15,21,240,50,3,5508,0,774,480,117,460,103,34,186,110,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.Premeolpo.book.AOUXIFYERCOPUKIR,22,237,1,0,0,0,0,99,22,0,782,46,1870,148,591,189,9,370,915,409,77,39,114,13,38,27,911,0,142,50,116,247,88,49,700,84,0,0,13,182,697,157,0,42,17,3,5,4,2,92,40,136,18,61,7,39,588,267,11,8,12,26,0,0,0,0,0,0,41,4,63,1,39,8,0,82,3,161,3,34,0,0,331,12,1206,83,0,71,15,272,10,415,97,0,15,6,0,3,313,5,0,0,0,0,4,143,6,0,0,0,2296,30,1327,721,508,0,14,1,15,4,0,0,0,0,0,0,0,2,0,2,15,0,3,0,0,9,4,3,0,2,1,4,1,6,3,7,0,0,4,0,0,0,2,0,0,0,2,0,0,0,9,0,0,2,0,2,0,4,3,3,0,0,0,0,0,0,20,21,3,0,2,4,7,3,0,0,0,1,6,1,0,0,75,0,2,13,0,0,4,2,9,0,0,0,0,2,0,0,7,0,0,0,3,21,0,0,235,0,6,6,2,30,0,0,12,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.jktech.mp3tube,174,2129,1125,0,91,39,0,1758,2307,0,9581,592,19733,2204,8783,2892,160,5359,12331,3071,314,457,421,46,31,24,8176,0,241,349,744,2863,502,369,6009,804,0,0,53,2360,7277,1084,0,228,130,85,36,11,21,306,625,800,373,600,88,128,6827,2867,168,139,78,321,0,0,0,0,0,0,79,10,259,1,313,49,0,123,8,1110,0,295,18,0,25521,481,50261,1092,5,12,6,13051,296,4787,1103,2,11,3,350,12,2743,162,0,1,0,106,9,1089,69,0,1,0,31961,674,9618,11587,5858,0,584,11,323,196,0,0,0,21,0,2,0,36,0,171,361,2,75,10,6,110,1,11,4,8,2,322,9,8,177,248,15,8,5,16,13,1,21,0,2,12,35,2,4,1,4,6,0,1,9,13,48,67,64,96,3,0,3,0,1,0,292,168,7,2,0,4626,1597,5311,3,0,0,54,79,4,11,0,41,18,9,22,1,3,90,49,142,59,2,9,1,8,8,4,19,0,2,4,1,412,4,0,1080,0,75,75,8,193,25,2991,244,41,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.appfry.tumbload,258,4390,654,0,101,91,0,2567,2493,0,14765,882,26294,2565,12774,4196,185,6781,15751,3779,736,734,504,43,80,50,11664,0,334,624,1401,4335,586,691,8307,1284,0,0,113,2510,11050,1372,0,254,200,258,95,13,13,295,798,1276,638,1072,119,286,10986,4863,324,243,168,605,0,0,0,0,0,0,410,36,433,4,366,47,1,465,21,1988,5,344,21,2,27763,532,59853,1981,0,29,0,14056,356,7374,1856,0,21,0,1114,12,3446,182,0,0,0,57,10,1435,90,0,0,0,42059,1058,14556,14597,7966,0,465,7,421,161,0,0,0,72,0,2,0,26,3,147,734,28,61,22,16,262,6,67,24,3,30,328,13,2,162,351,23,24,10,17,6,1,20,1,0,20,60,6,8,7,2,3,6,1,1,12,30,118,39,71,3,0,0,1,4,0,998,475,71,34,7,4649,1640,5335,11,0,0,108,57,41,12,15,51,20,15,19,0,7,217,109,332,143,5,23,10,37,36,0,15,0,10,8,5,459,27,0,1976,0,174,221,5,231,26,2999,297,75,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
